Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,userAccX,userAccY,userAccZ,GravityX,GravityY,GravityZ, rotX,rotY,rotZ,HeartRate,SessionID,Unnamed: 21
679856089.323127,-1.00048828125,0.0847320556640625,0.0757599771022796,-0.1034444943070411,0.0010612653568387,-0.0003141426714137,0.0,0.0,0.0,-0.0128027200698852,-0.017084777355194,-0.0430281162261962,-0.9876855611801147,0.1018168330192565,0.1187880933284759,-0.1034444943070411,0.0010612653568387,-0.0003141426714137,nan,5.0,nan
679856089.343027,-0.9948273301124572,0.1052398607134819,0.0897675231099128,0.0043410239741206,0.0112659847363829,-0.0439207926392555,0.0,0.0,0.0,-0.0069760680198669,0.0043285191059112,-0.0284148454666137,-0.9878512620925904,0.1009113416075706,0.1181823685765266,0.0043410239741206,0.0112659847363829,-0.0439207926392555,nan,5.0,nan
679856089.36292,-0.9915160536766052,0.1373290941119194,0.1026306673884391,0.0552154555916786,0.0234885066747665,-0.0572528466582298,0.0,0.0,0.0,-0.0033077597618103,0.0382403656840324,-0.0140987709164619,-0.9882082939147948,0.0990887284278869,0.1167294383049011,0.0552154555916786,0.0234885066747665,-0.0572528466582298,nan,5.0,nan
679856089.383264,-0.9853363633155824,0.1222229152917862,0.1208497062325477,0.0571487806737422,0.0269327722489833,-0.0556830167770385,0.0,0.0,0.0,0.0031735897064208,0.024354949593544,0.005653753876686,-0.9885099530220032,0.0978679656982421,0.1151959523558616,0.0571487806737422,0.0269327722489833,-0.0556830167770385,nan,5.0,nan
679856089.402814,-0.9747314453125,0.1142120435833931,0.122879147529602,0.0034952706191688,0.0170419067144393,-0.0462381169199943,0.0,0.0,0.0,0.0140913128852844,0.0175920650362968,0.0093264505267143,-0.9888227581977844,0.0966199785470962,0.1135526970028877,0.0034952706191688,0.0170419067144393,-0.0462381169199943,nan,5.0,nan
679856089.422729,-0.9795074462890624,0.1140899658203125,0.1199341490864753,-0.0372078157961368,0.0386469513177871,-0.0406571961939334,0.0,0.0,0.0,0.0095570683479309,0.0183882042765617,0.0077174827456474,-0.9890645146369934,0.0957017615437507,0.1122166663408279,-0.0372078157961368,0.0386469513177871,-0.0406571961939334,nan,5.0,nan
679856089.442962,-0.9888458847999572,0.1269683539867401,0.1209259554743766,-0.0345711559057235,0.0620030649006366,-0.0290644038468599,0.0,0.0,0.0,0.0003209114074707,0.0307733416557312,0.0100398063659667,-0.989166796207428,0.0961950123310089,0.1108861491084098,-0.0345711559057235,0.0620030649006366,-0.0290644038468599,nan,5.0,nan
679856089.462559,-0.9810791015625,0.1181640774011612,0.1200867220759391,-0.0383186228573322,0.0733933299779892,-0.0260275490581989,0.0,0.0,0.0,0.0081605911254882,0.0215692818164825,0.01020348072052,-0.9892396926879884,0.0965947955846786,0.1098832413554191,-0.0383186228573322,0.0733933299779892,-0.0260275490581989,nan,5.0,nan
679856089.482578,-0.9863433241844176,0.1077728196978569,0.1127014458179473,-0.0673703104257583,0.099191203713417,-0.0234237238764762,0.0,0.0,0.0,0.0030267834663391,0.0111710652709007,0.0040053054690361,-0.9893701076507568,0.0966017544269561,0.1086961403489112,-0.0673703104257583,0.099191203713417,-0.0234237238764762,nan,5.0,nan
679856089.50241,-0.98760986328125,0.1037292629480362,0.1113282442092895,-0.0867710411548614,0.1203754618763923,-0.003093417501077,0.0,0.0,0.0,0.0019069910049438,0.0069761872291564,0.0041123628616333,-0.9895168542861938,0.0967530757188797,0.1072158813476562,-0.0867710411548614,0.1203754618763923,-0.003093417501077,nan,5.0,nan
679856089.522701,-0.9963380098342896,0.1179657280445098,0.1096345111727714,-0.0272886753082275,0.1453004777431488,0.0283716693520545,0.0,0.0,0.0,-0.0066802501678466,0.0203738063573837,0.0044984966516494,-0.9896577596664428,0.0975919216871261,0.1051360145211219,-0.0272886753082275,0.1453004777431488,0.0283716693520545,nan,5.0,nan
679856089.542238,-0.9944002032279968,0.1106262281537056,0.0895081162452697,0.0139364600181579,0.1714921593666076,0.0618699230253696,0.0,0.0,0.0,-0.0046232938766479,0.0113909691572189,-0.0129341930150985,-0.9897769093513488,0.0992352589964866,0.1024423092603683,0.0139364600181579,0.1714921593666076,0.0618699230253696,nan,5.0,nan
679856089.562135,-0.9871215224266052,0.0713958591222763,0.0704193711280822,-0.0553402826189994,0.1477889716625213,0.0964972525835037,0.0,0.0,0.0,0.0027386546134948,-0.0296575799584388,-0.0294052436947822,-0.9898601770401,0.1010534390807151,0.0998246148228645,-0.0553402826189994,0.1477889716625213,0.0964972525835037,nan,5.0,nan
679856089.582505,-1.0108641386032104,0.0554656833410263,0.0216370448470115,-0.2002471983432769,0.1837931126356125,0.1026586890220642,0.0,0.0,0.0,-0.0209195613861084,-0.0473997145891189,-0.0754623562097549,-0.989944577217102,0.1028653979301452,0.0970994010567665,-0.2002471983432769,0.1837931126356125,0.1026586890220642,nan,5.0,nan
679856089.602154,-1.041153073310852,0.0540314018726348,-0.0182342007756233,-0.4265548586845398,0.2781338989734649,0.1095370948314666,0.0,0.0,0.0,-0.0510081648826599,-0.0503724366426467,-0.1115792915225029,-0.990144908428192,0.1044038385152816,0.0933450907468795,-0.4265548586845398,0.2781338989734649,0.1095370948314666,nan,5.0,nan
679856089.622053,-1.0314636826515198,0.0287323221564292,-0.0563812106847763,-0.6210034489631653,0.35003462433815,0.0891707316040992,0.0,0.0,0.0,-0.0409685373306274,-0.0767398178577423,-0.1446709632873535,-0.9904951453208924,0.1054721400141716,0.0882897526025772,-0.6210034489631653,0.35003462433815,0.0891707316040992,nan,5.0,nan
679856089.641872,-1.013916015625,0.0503540188074111,-0.0951538309454917,-0.6395068168640137,0.3903803825378418,0.0510216951370239,0.0,0.0,0.0,-0.0229456424713134,-0.0554730296134948,-0.1774845123291015,-0.9909703731536864,0.105827048420906,0.0823306813836097,-0.6395068168640137,0.3903803825378418,0.0510216951370239,nan,5.0,nan
679856089.662076,-1.0215758681297302,0.1075744703412056,-0.1294707804918289,-0.4357005953788757,0.4341767430305481,-0.0150814773514866,0.0,0.0,0.0,-0.0300013422966003,0.0023043677210807,-0.2049565315246582,-0.99157452583313,0.1052701026201248,0.0754857510328292,-0.4357005953788757,0.4341767430305481,-0.0150814773514866,nan,5.0,nan
