Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,userAccX,userAccY,userAccZ,GravityX,GravityY,GravityZ, rotX,rotY,rotZ,HeartRate,SessionID,Unnamed: 21
679857021.705604,-0.979141116142273,-0.1046905517578125,-0.0054778810590505,0.0772722288966178,0.0504703409969806,0.111002579331398,0.0,0.0,0.0,0.0106155276298522,0.0358907729387283,-0.0303480643779039,-0.9897566437721252,-0.1405813246965408,0.0248701833188533,0.0772722288966178,0.0504703409969806,0.111002579331398,nan,12.0,nan
679857021.725621,-0.9802550673484802,-0.1267547607421875,0.0134887155145406,0.1560884118080139,0.0230272449553012,0.1176686286926269,0.0,0.0,0.0,0.0098505020141601,0.0113998055458068,-0.0110954046249389,-0.9901055693626404,-0.1381545662879943,0.0245841201394796,0.1560884118080139,0.0230272449553012,0.1176686286926269,nan,12.0,nan
679857021.745406,-0.9934539198875428,-0.0949706733226776,-0.0032654125243425,0.1482668966054916,0.0015741707757115,0.1309574842453003,0.0,0.0,0.0,-0.0029915571212768,0.040530726313591,-0.0282385386526584,-0.990462362766266,-0.1355013996362686,0.0249731261283159,0.1482668966054916,0.0015741707757115,0.1309574842453003,nan,12.0,nan
679857021.765233,-0.9990691542625428,-0.0637054443359375,0.0005797930061817,0.1509945094585418,0.0307164955884218,0.1324554085731506,0.0,0.0,0.0,-0.0080350637435913,0.0677095651626586,-0.0235357284545898,-0.9910340905189514,-0.1314150094985962,0.0241155214607715,0.1509945094585418,0.0307164955884218,0.1324554085731506,nan,12.0,nan
679857021.785181,-0.987533688545227,-0.0839385986328125,0.0168457385152578,0.1678750962018966,0.055072396993637,0.2089039534330368,0.0,0.0,0.0,0.004177451133728,0.0425928980112075,-0.0054930429905653,-0.9917111396789552,-0.12653149664402,0.0223387815058231,0.1678750962018966,0.055072396993637,0.2089039534330368,nan,12.0,nan
679857021.80501,-0.9831848740577698,-0.0877990499138832,0.0013275071978569,0.1675772815942764,0.0860268324613571,0.289293497800827,0.0,0.0,0.0,0.0092140436172485,0.0335146933794021,-0.0193493347615003,-0.9923989176750184,-0.1213137432932853,0.0206768419593572,0.1675772815942764,0.0860268324613571,0.289293497800827,nan,12.0,nan
679857021.82506,-0.9855956435203552,-0.0588836222887039,-0.029846217483282,0.2004283666610717,0.0909968838095665,0.3256765305995941,0.0,0.0,0.0,0.007653534412384,0.0556734502315521,-0.048082947731018,-0.9932491779327391,-0.114557072520256,0.0182367302477359,0.2004283666610717,0.0909968838095665,0.3256765305995941,nan,12.0,nan
679857021.845179,-1.0017088651657104,-0.0240020453929901,-0.0510253831744194,0.2571708858013153,0.12767294049263,0.3256668746471405,0.0,0.0,0.0,-0.0075295567512512,0.0825772956013679,-0.0667794942855835,-0.9941793084144592,-0.106579340994358,0.015754111111164,0.2571708858013153,0.12767294049263,0.3256668746471405,nan,12.0,nan
679857021.86509,-1.0205078125,0.0094604268670082,-0.0663147307932376,0.2679068446159363,0.1805383563041687,0.3416136503219604,0.0,0.0,0.0,-0.0256075263023376,0.1094394326210022,-0.0796430110931396,-0.9949002861976624,-0.0999790057539939,0.0133282802999019,0.2679068446159363,0.1805383563041687,0.3416136503219604,nan,12.0,nan
679857021.884901,-1.053985595703125,0.0672302469611167,-0.0750732272863388,0.2590510249137878,0.2363925576210022,0.356370210647583,0.0,0.0,0.0,-0.0583747029304504,0.1602928340435028,-0.0849930047988891,-0.9956108927726746,-0.093062587082386,0.0099197775125503,0.2590510249137878,0.2363925576210022,0.356370210647583,nan,12.0,nan
