Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,HeartRate,SessionID,Unnamed: 9
668459100.44748,-0.9707641005516052,0.2178039699792862,0.0334779471158981,0.2824206352233886,0.0322759188711643,-0.0263105444610118,94.0,4.0,nan
668459100.467376,-0.9645537734031676,0.2095794677734375,0.0720826536417007,0.2074256837368011,0.0267315059900283,-0.0180776994675397,94.0,4.0,nan
668459100.487343,-0.9530792236328124,0.1869964599609375,0.1119539514183998,0.0538623668253421,0.0103421062231063,-0.0106953112408518,94.0,4.0,nan
668459100.507589,-0.9478150606155396,0.1999512463808059,0.1315004229545593,-0.0058486359193921,-0.0027601132169365,-0.0100004924461245,94.0,4.0,nan
668459100.527128,-0.9608765244483948,0.2248840630054474,0.1401674151420593,-0.0132642742246389,-0.0021132118999958,-0.0113030988723039,94.0,4.0,nan
668459100.547146,-0.9589081406593324,0.2359619140625,0.1282350942492485,-0.0419112294912338,-0.012693646363914,0.00652293022722,94.0,4.0,nan
668459100.567017,-0.9586641192436218,0.2240448296070099,0.106094591319561,-0.0806401222944259,-0.0160041451454162,0.0303291417658329,94.0,4.0,nan
668459100.586879,-0.9539796710014344,0.2232971638441085,0.0806123539805412,-0.0819922089576721,-0.0307877715677022,0.0245720259845256,94.0,4.0,nan
668459100.606874,-0.9698640704154968,0.227462813258171,0.0691072344779968,-0.0863915458321571,-0.0250844042748212,0.0160423479974269,94.0,4.0,nan
668459100.626824,-0.9889528155326844,0.2219849079847335,0.0452730953693389,-0.078113242983818,0.0148286204785108,0.0108468923717737,94.0,4.0,nan
668459100.646731,-0.9787904620170592,0.213363692164421,0.0235901474952697,-0.087576724588871,0.0405607856810092,0.0061721922829747,94.0,4.0,nan
668459100.666956,-0.9822388887405396,0.2218780815601349,0.0110169872641563,-0.0628178492188453,0.0674014538526535,-0.0014684167690575,94.0,4.0,nan
668459100.686568,-0.9685210585594176,0.232513427734375,0.0104828551411628,-0.0124768447130918,0.0737935528159141,-0.0213611107319593,94.0,4.0,nan
668459100.706457,-0.9735414385795592,0.217666670680046,-0.0010221302509307,0.0473924130201339,0.0961092263460159,-0.0337626002728939,94.0,4.0,nan
668459100.726399,-0.9929504990577698,0.2254944145679474,-0.0132292062044143,0.0938974618911743,0.160353422164917,-0.0304380692541599,94.0,4.0,nan
668459100.746402,-0.9982758164405824,0.2175751030445099,-0.0581968426704406,0.1173961982131004,0.2962502539157867,-0.0686724856495857,94.0,4.0,nan
668459100.766223,-0.9837646484375,0.154876708984375,-0.1148526333272457,0.0548475347459316,0.4023638367652893,-0.0994968712329864,94.0,4.0,nan
668459100.786056,-1.006317138671875,0.1715240776538849,-0.1399076133966446,-0.0643478333950042,0.5582335591316223,-0.1855260878801345,94.0,4.0,nan
668459100.806581,-1.0341796875,0.1704407036304474,-0.1895139254629612,-0.2155234962701797,0.7104833722114563,-0.2012514024972915,94.0,4.0,nan
668459100.826503,-1.04425048828125,0.1710510551929474,-0.2510984502732754,-0.3456035256385803,0.8553845286369324,-0.2220047861337661,94.0,4.0,nan
668459100.846018,-1.0517424941062927,0.1590423583984375,-0.2683560992591083,-0.507586658000946,0.9824145436286926,-0.2247458696365356,94.0,4.0,nan
668459100.86582,-1.100830078125,0.1720276176929474,-0.2522276556119323,-0.6120516061782837,1.091404914855957,-0.1841212660074234,94.0,4.0,nan
668459100.885757,-1.13671875,0.2355194091796875,-0.2973630875349045,-0.558403491973877,1.185638189315796,-0.1329920291900634,94.0,4.0,nan
668459100.905686,-1.1466066241264343,0.249404951930046,-0.3681181333959102,-0.3451117277145386,1.2684760093688965,-0.0848709568381309,94.0,4.0,nan
668459100.925574,-1.1475220322608948,0.2108306884765625,-0.3643034249544143,-0.2585715651512146,1.3765116930007937,-0.0626650378108024,94.0,4.0,nan
668459100.945943,-1.1468355655670166,0.202621504664421,-0.3363187983632087,-0.28823983669281,1.502557396888733,-0.0548354461789131,94.0,4.0,nan
668459100.965818,-1.1257783770561218,0.1989288926124572,-0.3182524293661117,-0.366773784160614,1.5740344524383545,-0.035796720534563,94.0,4.0,nan
668459100.985351,-1.1128387451171875,0.205963134765625,-0.3234098702669143,-0.398525059223175,1.6496788263320925,-0.0228327214717865,94.0,4.0,nan
668459101.005302,-1.1133882403373718,0.198074385523796,-0.3285368531942367,-0.4378762245178222,1.7472894191741943,-0.000125597580336,94.0,4.0,nan
668459101.025186,-1.089264094829559,0.192031905055046,-0.3123930245637893,-0.4438027441501617,1.8033088445663448,-0.0247942991554737,94.0,4.0,nan
668459101.045257,-1.068344235420227,0.207550048828125,-0.2627409696578979,-0.4199755787849426,1.8232301473617556,-0.0759462714195251,94.0,4.0,nan
668459101.065062,-1.0630951523780825,0.2300720363855362,-0.209869235754013,-0.3432193994522095,1.8320305347442627,-0.1207895949482917,94.0,4.0,nan
668459101.085107,-1.0386200547218325,0.2167511135339737,-0.1937102079391479,-0.1920889467000961,1.7822387218475342,-0.1499603688716888,94.0,4.0,nan
668459101.105229,-1.0093689560890198,0.22161865234375,-0.182769626379013,-0.0458047725260257,1.6979601383209229,-0.1416268050670623,94.0,4.0,nan
668459101.124779,-0.9847108125686646,0.239288330078125,-0.2083891332149505,-0.0385084450244903,1.607486367225647,-0.1054765209555625,94.0,4.0,nan
668459101.144805,-0.9692230820655824,0.2277984619140625,-0.2058867216110229,-0.1049911975860595,1.5029759407043457,-0.01403443608433,94.0,4.0,nan
