Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,HeartRate,SessionID,Unnamed: 9
662858983.621301,-0.9693602919578552,0.2706908881664276,-0.1955718547105789,0.0390075892210006,-0.4110645055770874,0.0726464167237281,77.0,12.0,nan
662858983.641405,-0.959869384765625,0.2783050537109375,-0.1744384616613388,-0.0217290706932544,-0.4097805917263031,0.0865908414125442,77.0,12.0,nan
662858983.662051,-0.9473419785499572,0.2858124077320099,-0.1925506442785263,-0.0882124155759811,-0.4098912477493286,0.1276671886444091,77.0,12.0,nan
662858983.682105,-0.943313479423523,0.2582397162914276,-0.2145385295152664,-0.1764757335186004,-0.412139892578125,0.1361712515354156,77.0,12.0,nan
662858983.702236,-0.9679564237594604,0.2569122016429901,-0.232513427734375,-0.2551605403423309,-0.3669539093971252,0.1011492535471916,77.0,12.0,nan
662858983.721908,-0.9662780165672302,0.2705535590648651,-0.2867431044578552,-0.1724535673856735,-0.3171067237854004,0.0820453017950058,77.0,12.0,nan
662858983.742057,-0.964447021484375,0.2744903564453125,-0.3345642238855362,-0.0397148095071315,-0.2659671008586883,0.1189751252532005,77.0,12.0,nan
662858983.761824,-0.9580384492874146,0.2463837265968322,-0.3601990044116974,-0.0330013185739517,-0.1856481730937957,0.13076251745224,77.0,12.0,nan
662858983.78201,-0.9610748291015624,0.23028564453125,-0.3687896504998207,-0.0848567187786102,-0.0646457150578498,0.0995140746235847,77.0,12.0,nan
662858983.80205,-1.0077971816062927,0.2133178412914276,-0.2978820651769638,-0.2872696816921234,0.1386818438768386,0.008130251429975,77.0,12.0,nan
662858983.822162,-0.9373320937156676,0.2655639052391052,-0.3069763034582138,-0.1143367365002632,0.2188368737697601,-0.0617984235286712,77.0,12.0,nan
662858983.842234,-0.9395904541015624,0.2319183349609375,-0.2630157619714737,-0.1529282927513122,0.3129367232322693,-0.1119182407855987,77.0,12.0,nan
662858983.862582,-0.9570159912109376,0.2207031548023224,-0.2123718559741974,-0.2781520187854767,0.3715724945068359,-0.1649076342582702,77.0,12.0,nan
662858983.882395,-0.950714111328125,0.247894287109375,-0.2027435451745987,-0.2814836502075195,0.375568151473999,-0.185303047299385,77.0,12.0,nan
662858983.90247,-0.9632720947265624,0.2672729790210724,-0.2264556884765625,-0.1715583950281143,0.3617137372493744,-0.1837232410907745,77.0,12.0,nan
662858983.922599,-0.9553831815719604,0.2729949653148651,-0.2342376410961151,-0.078433021903038,0.3709326386451721,-0.1642008870840072,77.0,12.0,nan
662858983.942681,-0.9705199599266052,0.2481689155101776,-0.2261352390050888,-0.1208473965525627,0.4036767482757568,-0.1431311815977096,77.0,12.0,nan
662858983.96281,-0.9663543701171876,0.2206573188304901,-0.2471466064453125,-0.2859221994876861,0.450245589017868,-0.1248111724853515,77.0,12.0,nan
662858983.982876,-0.9790191650390624,0.2350616157054901,-0.292816087603569,-0.2948019802570343,0.4872905611991882,-0.1284207552671432,77.0,12.0,nan
662858984.002999,-0.9755555391311646,0.2504730820655823,-0.3261718451976776,-0.1660280078649521,0.5171066522598267,-0.1241728141903877,77.0,12.0,nan
662858984.023099,-0.9712982177734376,0.2398681640625,-0.3505095988512039,-0.0530042052268981,0.5721858739852905,-0.1436367183923721,77.0,12.0,nan
662858984.043161,-0.967559814453125,0.2189483642578125,-0.3730316311120987,-0.0358909666538238,0.6608720421791077,-0.1776273697614669,77.0,12.0,nan
662858984.063274,-0.9791107773780824,0.2182769775390625,-0.3869781494140625,-0.0233197417110204,0.7455363869667053,-0.2262619286775589,77.0,12.0,nan
662858984.083359,-0.977401614189148,0.2333373874425888,-0.3896178901195526,0.0198062714189291,0.8184424042701721,-0.2368609607219696,77.0,12.0,nan
662858984.103465,-0.978424072265625,0.2110748291015625,-0.3896331191062927,-0.0869328007102012,0.8923137784004211,-0.2654365003108978,77.0,12.0,nan
662858984.123508,-0.9954833984375,0.204803466796875,-0.3863829970359802,-0.3189023733139038,0.993037760257721,-0.2916003763675689,77.0,12.0,nan
662858984.143808,-0.9950408935546876,0.2078704535961151,-0.3842772841453552,-0.4904298186302185,1.0561710596084597,-0.3075069785118103,77.0,12.0,nan
662858984.164079,-0.9837799072265624,0.2422027587890625,-0.3879852294921875,-0.5073246359825134,1.0961875915527344,-0.2955861091613769,77.0,12.0,nan
662858984.184041,-0.9691315293312072,0.250701904296875,-0.3913421332836151,-0.4427328407764435,1.117287278175354,-0.2749644517898559,77.0,12.0,nan
662858984.204366,-0.987884521484375,0.2422943115234375,-0.3863372802734375,-0.4482444822788238,1.1467485427856443,-0.2629452645778656,77.0,12.0,nan
662858984.224215,-0.9721222519874572,0.2434997707605362,-0.3877715468406677,-0.4807330965995788,1.1664199829101562,-0.2388400435447693,77.0,12.0,nan
662858984.244287,-0.9424285888671876,0.2514800876379013,-0.3911895453929901,-0.4462414383888244,1.1586469411849976,-0.2111506164073944,77.0,12.0,nan
662858984.264358,-0.9403228759765624,0.2615814357995987,-0.3963623046875,-0.3818938136100769,1.1603935956954956,-0.1908352226018905,77.0,12.0,nan
662858984.284614,-0.949371337890625,0.2608642429113388,-0.3992614448070526,-0.3198073506355285,1.1511800289154053,-0.1674748659133911,77.0,12.0,nan
662858984.304995,-0.9294890761375428,0.2580718994140625,-0.3973998725414276,-0.3168449997901916,1.1320886611938477,-0.1345053613185882,77.0,12.0,nan
