Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,userAccX,userAccY,userAccZ,GravityX,GravityY,GravityZ, rotX,rotY,rotZ,HeartRate,SessionID,
681611785.389597,0.19268798828125,0.965057373046875,-0.20422354340553284,0.009878487326204777,0.012085916474461555,-0.011999852024018764,0.0,0.0,0.0,0.003601357340812683,0.005248904228210449,0.0031745433807373047,0.18908663094043732,0.9598084688186646,-0.20739808678627014,0.009878487326204777,0.012085916474461555,-0.011999852024018764,NA,16,
681611785.40938,0.1967010349035263,0.962554931640625,-0.20317073166370392,0.02391214668750763,0.004031110089272261,-0.0017974947113543749,0.0,0.0,0.0,0.007585614919662476,0.0027945637702941895,0.0044236332178115845,0.18911541998386383,0.9597603678703308,-0.2075943648815155,0.02391214668750763,0.004031110089272261,-0.0017974947113543749,NA,16,
681611785.429116,0.1910858452320099,0.9516602754592896,-0.20571894943714142,-0.006459873169660568,0.00591080728918314,-0.006440929137170315,0.0,0.0,0.0,0.0019129961729049683,-0.008068621158599854,0.00196877121925354,0.18917284905910492,0.9597288966178894,-0.20768772065639496,-0.006459873169660568,0.00591080728918314,-0.006440929137170315,NA,16,
681611785.449619,0.1927795559167862,0.95404052734375,-0.20542903244495392,-0.030751297250390053,0.018068499863147736,-0.014824400655925274,0.0,0.0,0.0,0.0037894845008850098,-0.005849242210388184,0.0016804337501525879,0.18899007141590118,0.9598897695541382,-0.2071094661951065,-0.030751297250390053,0.018068499863147736,-0.014824400655925274,NA,16,
681611785.469121,0.1950225979089737,0.9599761962890625,-0.20541371405124664,-0.005726238712668419,0.01184347365051508,-0.009381485171616077,0.0,0.0,0.0,0.006179213523864746,-6.473064422607422e-05,0.001128077507019043,0.18884338438510895,0.9600409269332886,-0.20654179155826569,-0.005726238712668419,0.01184347365051508,-0.009381485171616077,NA,16,
681611785.489027,0.1922454982995987,0.95953369140625,-0.20214834809303284,0.022327300161123276,-0.002689376473426819,-0.014943922869861126,0.0,0.0,0.0,0.003466293215751648,-0.000493168830871582,0.004517614841461182,0.18877920508384705,0.9600268602371216,-0.20666596293449402,0.022327300161123276,-0.002689376473426819,-0.014943922869861126,NA,16,
681611785.508867,0.1861572265625,0.960540771484375,-0.1957091987133026,0.013785877265036106,0.006279997527599335,-0.017898432910442352,0.0,0.0,0.0,-0.002460852265357971,0.0005606412887573242,0.011320888996124268,0.18861807882785797,0.9599801301956177,-0.20703008770942688,0.013785877265036106,0.006279997527599335,-0.017898432910442352,NA,16,
681611785.52887,0.1908721774816513,0.9623260498046875,-0.19438163936138153,-0.015238051302731037,-0.005891942419111729,-0.00539782177656889,0.0,0.0,0.0,0.0024230778217315674,0.0023038387298583984,0.012606874108314514,0.18844909965991974,0.9600222110748291,-0.20698851346969604,-0.015238051302731037,-0.005891942419111729,-0.00539782177656889,NA,16,
681611785.548816,0.1936645358800888,0.9619293212890625,-0.20562738180160522,-0.02366209588944912,-0.01215769350528717,0.021063292399048805,0.0,0.0,0.0,0.004990309476852417,0.0018717050552368164,0.0009916573762893677,0.1886742264032364,0.9600576162338257,-0.2066190391778946,-0.02366209588944912,-0.01215769350528717,0.021063292399048805,NA,16,
681611785.56851,0.1856078803539276,0.9615782499313354,-0.20620721578598022,-0.0003915939014405012,0.007051553577184677,0.01681017130613327,0.0,0.0,0.0,-0.003583461046218872,0.0015472173690795898,6.172060966491699e-05,0.18919134140014648,0.9600310325622559,-0.20626893639564514,-0.0003915939014405012,0.007051553577184677,0.01681017130613327,NA,16,
