Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,HeartRate,SessionID,
662857887.121435,-0.7730864882469177,0.3430480659008026,-0.5273285508155823,0.0983746200799942,0.018086716532707214,0.0493297353386879,81,2,
662857887.14151,-0.7551421523094177,0.3466491401195526,-0.5186920166015625,0.08003103733062744,0.0022382447496056557,0.0593717135488987,81,2,
662857887.161211,-0.7584227919578552,0.3367462158203125,-0.52801513671875,0.036019064486026764,0.007572024129331112,0.06831133365631104,81,2,
662857887.181352,-0.7567748427391052,0.3283996284008026,-0.5415650010108948,0.009640415199100971,-0.02808237634599209,0.04158297926187515,81,2,
662857887.201336,-0.7722015380859375,0.336883544921875,-0.5448914170265198,-0.020395323634147644,-0.010054240934550762,0.03888730704784393,81,2,
662857887.221419,-0.7698211073875427,0.337738037109375,-0.5439301133155823,-0.031426820904016495,0.009539434686303139,0.029353152960538864,81,2,
662857887.241721,-0.773879885673523,0.3507689833641052,-0.5448455810546875,0.01039873156696558,0.012980770319700241,0.007533760741353035,81,2,
662857887.262013,-0.769821047782898,0.3580474555492401,-0.5484771728515625,0.039206601679325104,0.012389816343784332,0.0032405927777290344,81,2,
662857887.281777,-0.7648924589157104,0.3520354628562927,-0.5430450439453125,0.0409850999712944,0.02251581847667694,0.017195500433444977,81,2,
662857887.301871,-0.759963870048523,0.3433989882469177,-0.5424652099609375,0.014793213456869125,0.025403885170817375,0.03152165189385414,81,2,
662857887.322122,-0.7572936415672302,0.33575439453125,-0.5448303818702698,-0.003371903672814369,0.0060339150950312614,0.023806549608707428,81,2,
662857887.34208,-0.7551574110984802,0.3393249213695526,-0.5338135361671448,-0.051165640354156494,-0.0017161495052278042,0.01988667994737625,81,2,
662857887.362144,-0.7590789198875427,0.3350982367992401,-0.5263672471046448,-0.17443731427192688,0.0058088782243430614,0.04271221533417702,81,2,
662857887.382363,-0.7494201064109802,0.3101654052734375,-0.5039368271827698,-0.42532745003700256,-0.09600722789764404,-0.006168469320982695,81,2,
662857887.402378,-0.7399749159812927,0.272918701171875,-0.4795532822608948,-0.8729555010795593,-0.07299086451530457,0.04859232157468796,81,2,
662857887.422429,-0.7619322538375854,0.23875421285629272,-0.457977294921875,-1.4184648990631104,-0.12488548457622528,0.05258067324757576,81,2,
662857887.442478,-0.7500151991844177,0.187255859375,-0.3966522812843323,-1.81181800365448,-0.1813596785068512,0.8115877509117126,81,2,
662857887.46257,-0.8162841200828552,0.1588897407054901,-0.3505402207374573,-2.6238813400268555,-0.17933008074760437,-0.21397671103477478,81,2,
662857887.482683,-0.682021975517273,0.1674194037914276,-0.34747323393821716,-2.9723634719848633,-0.35023513436317444,-0.1818118393421173,81,2,
