Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,userAccX,userAccY,userAccZ,GravityX,GravityY,GravityZ,HeartRate,SessionID,Unnamed: 18
669595274.653574,0.0862732082605362,0.9334717988967896,-0.1954499036073684,0.0099200466647744,-0.1589881032705307,0.010733894072473,0.0,0.0,0.0,-0.0419633239507675,-0.0541093349456787,-0.1046801880002021,0.1282365322113037,0.9875811338424684,-0.0907697156071662,95.0,34.0,nan
669595274.673888,0.1140136420726776,0.9580382108688354,-0.1035920083522796,-0.0044247368350625,-0.0811086893081665,0.021201554685831,0.0,0.0,0.0,-0.01428784430027,-0.0295122861862182,-0.0125829502940177,0.1283014863729477,0.9875504970550536,-0.0910090580582618,95.0,34.0,nan
669595274.693405,0.1288757473230362,0.9713135361671448,-0.0812988728284835,-0.0464026108384132,-0.0005785236135125,0.0181424878537654,0.0,0.0,0.0,0.0003836005926132,-0.0162468552589416,0.0093341991305351,0.1284921467304229,0.9875603914260864,-0.0906330719590187,95.0,34.0,nan
669595274.713296,0.0997772067785263,0.979400634765625,-0.1369324102997779,-0.1258194744586944,0.206873744726181,0.0411239154636859,0.0,0.0,0.0,-0.029397428035736,-0.0082455873489379,-0.048224925994873,0.1291746348142624,0.987646222114563,-0.0887074843049049,95.0,34.0,nan
669595274.733294,0.0756072998046875,0.9899291396141052,-0.1947174668312072,-0.2063411474227905,0.5064078569412231,0.0711909532546997,0.0,0.0,0.0,-0.0551765263080596,0.0021314620971679,-0.1101520657539367,0.1307838261127472,0.9877976775169371,-0.0845654010772705,95.0,34.0,nan
669595274.753269,0.0751647800207138,0.9637755751609802,-0.1653442904353141,-0.3368639349937439,0.7685633301734924,0.0913085266947746,0.0,0.0,0.0,-0.0583041459321975,-0.0242354273796081,-0.0877541825175285,0.1334689259529113,0.9880110025405884,-0.0775901079177856,95.0,34.0,nan
669595274.773149,0.0746917575597763,0.9798888564109802,-0.1939087882637977,-0.4838615953922272,1.0853402614593506,0.1483177095651626,0.0,0.0,0.0,-0.0622484534978866,-0.008439302444458,-0.1271650791168213,0.1369402110576629,0.9883281588554382,-0.0667437091469764,95.0,34.0,nan
669595274.792987,0.0644073635339737,1.0232239365577698,-0.2221832908689975,-0.5185786485671997,1.4090063571929932,0.238286942243576,0.0,0.0,0.0,-0.077693834900856,0.0348071455955505,-0.16889488697052,0.1421011984348297,0.9884167909622192,-0.0532884038984775,95.0,34.0,nan
669595274.813279,0.0635986030101776,1.0102843642234802,-0.2585449703037739,-0.5407549738883972,1.7287486791610718,0.3385935425758362,0.0,0.0,0.0,-0.085669994354248,0.0222350358963012,-0.2201094031333923,0.1492685973644256,0.988049328327179,-0.0384355671703815,95.0,34.0,nan
669595274.832902,0.0528411567211151,0.9909057021141052,-0.2313995976001024,-0.6020145416259766,2.038088083267212,0.3912096917629242,0.0,0.0,0.0,-0.1046933233737945,0.0036244392395019,-0.2099860906600952,0.1575344800949096,0.9872812628746032,-0.0214135069400072,95.0,34.0,nan
669595274.852798,0.0423889458179473,1.0098419785499573,-0.2319641774520278,-0.5199717879295349,2.2935562133789062,0.4569027125835418,0.0,0.0,0.0,-0.1240209490060806,0.0237890481948852,-0.2292229533195495,0.166409894824028,0.986052930355072,-0.0027412241324782,95.0,34.0,nan
669595274.87276,0.0492248684167861,1.0449676513671875,-0.2280884440988302,-0.2591726183891296,2.502394676208496,0.4478895962238312,0.0,0.0,0.0,-0.1257883459329605,0.06048583984375,-0.2409756183624267,0.1750132143497467,0.9844818115234376,0.0128871742635965,95.0,34.0,nan
669595274.892447,0.0576477199792861,1.0506744384765625,-0.2214203383773565,-0.1883399784564972,2.758931875228882,0.5294539928436279,0.0,0.0,0.0,-0.1255794167518615,0.067959725856781,-0.2478699684143066,0.1832271367311477,0.9827147126197816,0.0264496300369501,95.0,34.0,nan
669595274.912627,0.0346069186925888,1.0523528456687927,-0.2087708078324794,-0.1008906215429306,3.018085479736328,0.61139976978302,0.0,0.0,0.0,-0.1579295694828033,0.0718820095062255,-0.2488524913787841,0.1925364881753921,0.9804708361625672,0.0400816835463047,95.0,34.0,nan
669595274.932554,-0.0209655910730361,1.027175784111023,-0.1337129361927509,-0.1537017822265625,3.1994946002960205,0.6271616816520691,0.0,0.0,0.0,-0.2224411368370056,0.0491905808448791,-0.1880486011505127,0.2014755457639694,0.9779852032661438,0.0543356649577617,95.0,34.0,nan
669595274.952954,-0.0096740126609802,1.0028688311576843,-0.1047974452376365,-0.3444165289402008,3.4080255031585693,0.6759955286979675,0.0,0.0,0.0,-0.2195517569780349,0.0278584361076354,-0.1776422262191772,0.2098777443170547,0.9750103950500488,0.0728447809815406,95.0,34.0,nan
669595274.972357,-0.0083465427160263,1.0144500136375427,-0.1290131658315658,-0.1625217646360397,3.638336420059204,0.725318968296051,0.0,0.0,0.0,-0.2258106619119644,0.0428717732429504,-0.2225279808044433,0.2174641191959381,0.9715782403945924,0.0935148149728775,95.0,34.0,nan
669595274.992208,-0.03033447265625,1.0647124648094175,-0.1645508632063865,0.1233189776539802,3.857435464859009,0.8051033616065979,0.0,0.0,0.0,-0.2549631595611572,0.0965109467506408,-0.2746765613555908,0.2246286869049072,0.9682015180587769,0.1101256981492042,95.0,34.0,nan
669595275.012186,-0.0910185873508453,1.021774411201477,-0.0115356519818305,0.1946276426315307,3.888044595718384,0.8214097619056702,0.0,0.0,0.0,-0.3222750425338745,0.0568204522132873,-0.135570153594017,0.2312564551830291,0.9649539589881896,0.1240345016121864,95.0,34.0,nan
