Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,HeartRate,SessionID,
662321033.889845,-0.7847901582717896,0.2137451469898224,-0.5653990507125854,0.044893115758895874,-0.04444532096385956,0.08579652011394501,NA,0,
662321033.910134,-0.8008272051811218,0.1867370903491974,-0.5697935223579407,0.02874770574271679,-0.037575963884592056,0.05240713804960251,NA,0,
662321033.929779,-0.8133698105812073,0.1752929836511612,-0.5725095868110657,0.00182394590228796,0.02630528062582016,-0.003118440741673112,NA,0,
662321033.949978,-0.790695309638977,0.17416386306285858,-0.5712889432907104,-0.03299787640571594,0.03788191080093384,-0.011108437553048134,NA,0,
662321033.970174,-0.787124752998352,0.1883087456226349,-0.5734862089157104,-0.051246464252471924,0.009779300540685654,-0.019929111003875732,NA,0,
662321033.990082,-0.789779782295227,0.1847687065601349,-0.5688170194625854,-0.08059176057577133,-0.0170548427850008,-0.018448641523718834,NA,0,
662321034.010233,-0.808212399482727,0.2016601860523224,-0.572402834892273,-0.07810036838054657,-0.011311203241348267,-0.05202870815992355,NA,0,
662321034.030423,-0.7851868271827698,0.1992798000574112,-0.5703580975532532,-0.08088359981775284,-0.021549193188548088,-0.05318577215075493,NA,0,
662321034.050354,-0.800552487373352,0.19584660232067108,-0.5752562284469604,-0.07063058763742447,-0.011702820658683777,-0.07279187440872192,NA,0,
662321034.070617,-0.7908021211624146,0.1971283257007599,-0.5724790692329407,-0.07961928844451904,-0.0054888674058020115,-0.0533159077167511,NA,0,
662321034.090636,-0.7982789874076843,0.2060547173023224,-0.5783231854438782,-0.04075242951512337,-0.00578327989205718,-0.056291285902261734,NA,0,
662321034.11096,-0.785232663154602,0.2093963772058487,-0.5710600018501282,-0.0168500617146492,-0.004741850774735212,-0.028226304799318314,NA,0,
662321034.130803,-0.785324215888977,0.1970520317554474,-0.5688322186470032,-0.03862372413277626,-0.005696594249457121,-0.007769080810248852,NA,0,
662321034.150969,-0.7998964190483093,0.19396977126598358,-0.5724332928657532,-0.0648212730884552,0.020176813006401062,-0.026485852897167206,NA,0,
662321034.17122,-0.797531247138977,0.1975250244140625,-0.5703886151313782,-0.05007714778184891,0.03823411092162132,-0.030088957399129868,NA,0,
662321034.191208,-0.7953492999076843,0.2017517387866974,-0.5811156034469604,-0.02274930477142334,0.02501404657959938,-0.05364833027124405,NA,0,
662321034.211454,-0.7894441485404968,0.1942138969898224,-0.5730132460594177,-0.0338018424808979,0.010475583374500275,-0.03465390205383301,NA,0,
662321034.231674,-0.780166745185852,0.2159576714038849,-0.566299319267273,-0.029112931340932846,0.0032589505426585674,0.010746374726295471,NA,0,
662321034.251573,-0.7971498370170593,0.1960296928882599,-0.5764769315719604,-0.0032830452546477318,0.03141828253865242,0.008233853615820408,NA,0,
662321034.271702,-0.7894898653030396,0.2053680717945099,-0.581619143486023,0.02103850245475769,0.03402432054281235,0.009540191851556301,NA,0,
