Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,userAccX,userAccY,userAccZ,GravityX,GravityY,GravityZ, rotX,rotY,rotZ,HeartRate,SessionID,
680311430.483579,-0.9681549072265625,0.2271118015050888,0.10450747609138489,0.02835669368505478,0.0002521444112062454,-0.01608888804912567,0.0,0.0,0.0,0.004291832447052002,0.025072142481803894,-0.011799581348896027,-0.9724467396736145,0.2020396590232849,0.11630705744028091,0.02835669368505478,0.0002521444112062454,-0.01608888804912567,NA,1,
680311430.503225,-0.971466064453125,0.2109222412109375,0.10600277781486511,0.040436457842588425,-0.0028743501752614975,-0.017840981483459473,0.0,0.0,0.0,0.0010349154472351074,0.009085297584533691,-0.010202407836914062,-0.9725009799003601,0.2018369436264038,0.11620518565177917,0.040436457842588425,-0.0028743501752614975,-0.017840981483459473,NA,1,
680311430.523133,-0.97125244140625,0.2096710205078125,0.10610959678888321,0.05641409382224083,-0.004136117175221443,-0.017680872231721878,0.0,0.0,0.0,0.0013059377670288086,0.00806264579296112,-0.010012149810791016,-0.9725583791732788,0.20160837471485138,0.11612174659967422,0.05641409382224083,-0.004136117175221443,-0.017680872231721878,NA,1,
680311430.543634,-0.9687042236328125,0.2134246826171875,0.10328681766986847,0.08498787879943848,-0.006757067516446114,-0.006062512286007404,0.0,0.0,0.0,0.0038927197456359863,0.011890724301338196,-0.0126417875289917,-0.9725969433784485,0.2015339583158493,0.11592860519886017,0.08498787879943848,-0.006757067516446114,-0.006062512286007404,NA,1,
680311430.562983,-0.9699248671531677,0.2026824653148651,0.11228934675455093,0.08065798133611679,-0.00618977565318346,0.007200189400464296,0.0,0.0,0.0,0.002656280994415283,0.0009501129388809204,-0.003425128757953644,-0.972581148147583,0.2017323523759842,0.11571447551250458,0.08065798133611679,-0.00618977565318346,0.007200189400464296,NA,1,
680311430.583323,-0.966995358467102,0.1956787407398224,0.11970525234937668,0.05644938349723816,-0.017360957339406013,0.024411188438534737,0.0,0.0,0.0,0.005490779876708984,-0.006526142358779907,0.0040154606103897095,-0.972486138343811,0.2022048830986023,0.11568979173898697,0.05644938349723816,-0.017360957339406013,0.024411188438534737,NA,1,
680311430.603336,-0.9697265625,0.1938781440258026,0.12335207313299179,0.013923758640885353,-0.01802298054099083,0.035063620656728745,0.0,0.0,0.0,0.0025859475135803223,-0.009021028876304626,0.0074193403124809265,-0.9723125100135803,0.20289917290210724,0.11593273282051086,0.013923758640885353,-0.01802298054099083,0.035063620656728745,NA,1,
680311430.622562,-0.975296139717102,0.1857147514820099,0.12632745504379272,-0.038584522902965546,0.010724302381277084,0.031922418624162674,0.0,0.0,0.0,-0.003128945827484131,-0.017804384231567383,0.010262146592140198,-0.9721671938896179,0.20351913571357727,0.11606530845165253,-0.038584522902965546,0.010724302381277084,0.031922418624162674,NA,1,
680311430.642468,-0.9671478271484375,0.194366455078125,0.11970522999763489,-0.05977423116564751,0.010745455510914326,0.03133290261030197,0.0,0.0,0.0,0.004967689514160156,-0.009758174419403076,0.004272580146789551,-0.9721155166625977,0.20412462949752808,0.11543264985084534,-0.05977423116564751,0.010745455510914326,0.03133290261030197,NA,1,
680311430.662383,-0.9649046659469604,0.2086334079504013,0.12060552090406418,-0.04362389072775841,-0.028102874755859375,0.027877824380993843,0.0,0.0,0.0,0.007069706916809082,0.00422358512878418,0.004492148756980896,-0.9719743728637695,0.20440982282161713,0.11611337214708328,-0.04362389072775841,-0.028102874755859375,0.027877824380993843,NA,1,
680311430.682991,-0.9833831787109375,0.2117462158203125,0.1138000637292862,-0.011590389534831047,-0.008872054517269135,0.01546307373791933,0.0,0.0,0.0,-0.011560678482055664,0.00722077488899231,-0.003377199172973633,-0.9718225002288818,0.2045254409313202,0.11717726290225983,-0.011590389534831047,-0.008872054517269135,0.01546307373791933,NA,1,
680311430.702423,-0.9860534071922302,0.2125091403722763,0.1063995435833931,0.009221148677170277,0.02937048114836216,-0.00498728733509779,0.0,0.0,0.0,-0.014213204383850098,0.008319586515426636,-0.011214740574359894,-0.9718402028083801,0.20418955385684967,0.11761428415775299,0.009221148677170277,0.02937048114836216,-0.00498728733509779,NA,1,
680311430.722352,-0.9729307293891907,0.21101374924182892,0.10293584316968918,0.02712305076420307,0.011128207668662071,-0.020992619916796684,0.0,0.0,0.0,-0.000958859920501709,0.00735098123550415,-0.01450301706790924,-0.971971869468689,0.20366276800632477,0.11743886023759842,0.02712305076420307,0.011128207668662071,-0.020992619916796684,NA,1,
680311430.742147,-0.9673613905906677,0.2093505561351776,0.10556028038263321,0.06138688325881958,-0.0009051710367202759,-0.03939000144600868,0.0,0.0,0.0,0.004690766334533691,0.006123080849647522,-0.011968858540058136,-0.9720521569252014,0.2032274752855301,0.11752913892269135,0.06138688325881958,-0.0009051710367202759,-0.03939000144600868,NA,1,
680311430.761984,-0.970016360282898,0.2126464545726776,0.10562136024236679,0.08519473671913147,0.00028819218277931213,-0.050529468804597855,0.0,0.0,0.0,0.0022014975547790527,0.00996929407119751,-0.01148618757724762,-0.972217857837677,0.2026771605014801,0.11710754781961441,0.08519473671913147,0.00028819218277931213,-0.050529468804597855,NA,1,
680311430.781914,-0.998062252998352,0.2123718559741974,0.10893241316080093,0.10203737020492554,0.544887363910675,-0.7055664658546448,0.0,0.0,0.0,-0.0255812406539917,0.010258138179779053,-0.006959304213523865,-0.9724810123443604,0.20211371779441833,0.1158917173743248,0.10203737020492554,0.544887363910675,-0.7055664658546448,NA,1,
680311430.801721,-0.984756350517273,0.2063750922679901,0.11596669256687164,0.10885666310787201,-0.008157757110893726,-0.021775322034955025,0.0,0.0,0.0,-0.01193392276763916,0.004957437515258789,0.0017422288656234741,-0.9728224277496338,0.20141765475273132,0.11422446370124817,0.10885666310787201,-0.008157757110893726,-0.021775322034955025,NA,1,
680311430.822085,-0.9711761474609375,0.1984557956457138,0.11413576453924179,0.09512753039598465,-0.006742514669895172,-0.04232560470700264,0.0,0.0,0.0,0.0018748641014099121,-0.002463594079017639,0.0009849071502685547,-0.9730510115623474,0.20091938972473145,0.11315085738897324,0.09512753039598465,-0.006742514669895172,-0.04232560470700264,NA,1,
680311430.84186,-0.9660337567329407,0.19122309982776642,0.1157226413488388,0.06700694561004639,0.005481736734509468,-0.03255382552742958,0.0,0.0,0.0,0.007143616676330566,-0.009502992033958435,0.003318995237350464,-0.9731773734092712,0.20072609186172485,0.11240364611148834,0.06700694561004639,0.005481736734509468,-0.03255382552742958,NA,1,
680311430.86272,-0.9657745957374573,0.1848602294921875,0.11148060858249664,0.028430262580513954,0.018319200724363327,-0.013579923659563065,0.0,0.0,0.0,0.007490575313568115,-0.01583924889564514,-0.00020945072174072266,-0.9732651710510254,0.20069947838783264,0.11169005930423737,0.028430262580513954,0.018319200724363327,-0.013579923659563065,NA,1,
680311430.881528,-0.9600219130516052,0.1894836127758026,0.1132812649011612,0.0013891912531107664,0.0025516515597701073,-0.003243556246161461,0.0,0.0,0.0,0.013341188430786133,-0.010978862643241882,0.0020204707980155945,-0.9733631014823914,0.2004624754190445,0.1112607941031456,0.0013891912531107664,0.0025516515597701073,-0.003243556246161461,NA,1,
680311430.90165,-0.9681397080421448,0.2028350681066513,0.1143188402056694,-6.602646317332983e-05,-0.009845421649515629,0.004392419010400772,0.0,0.0,0.0,0.005139470100402832,0.0021992623805999756,0.002635478973388672,-0.9732791781425476,0.20063580572605133,0.11168336123228073,-6.602646317332983e-05,-0.009845421649515629,0.004392419010400772,NA,1,
680311430.921583,-0.9793701171875,0.1984557956457138,0.11695867031812668,-0.008118493482470512,0.008164319209754467,0.003233624156564474,0.0,0.0,0.0,-0.00613093376159668,-0.002161741256713867,0.004895798861980438,-0.9732391834259033,0.20061753690242767,0.11206287145614624,-0.008118493482470512,0.008164319209754467,0.003233624156564474,NA,1,
680311430.941509,-0.9767457246780396,0.1997223198413849,0.1174468994140625,-0.011541387997567654,0.02310212329030037,-0.007505892310291529,0.0,0.0,0.0,-0.0034095048904418945,-0.0005735307931900024,0.005650773644447327,-0.9733362197875977,0.2002958506345749,0.11179612576961517,-0.011541387997567654,0.02310212329030037,-0.007505892310291529,NA,1,
680311430.961762,-0.9678190350532532,0.20335383713245392,0.11120601743459702,0.009699985384941101,0.000715743750333786,-0.0041770474053919315,0.0,0.0,0.0,0.005590856075286865,0.003380417823791504,-0.0005238279700279236,-0.97340989112854,0.19997341930866241,0.11172984540462494,0.009699985384941101,0.000715743750333786,-0.0041770474053919315,NA,1,
680311430.981303,-0.9691007733345032,0.2019958198070526,0.10658268630504608,0.027090294286608696,-0.005574948154389858,-0.008267289958894253,0.0,0.0,0.0,0.0043021440505981445,0.0020753443241119385,-0.005302213132381439,-0.9734029173851013,0.19992047548294067,0.11188489943742752,0.027090294286608696,-0.005574948154389858,-0.008267289958894253,NA,1,
680311431.001298,-0.9751127362251282,0.19651789963245392,0.10496513545513153,0.019670194014906883,0.006892641074955463,-0.009350397624075413,0.0,0.0,0.0,-0.0017077326774597168,-0.003308892250061035,-0.007069133222103119,-0.9734050035476685,0.19982679188251495,0.11203426867723465,0.019670194014906883,0.006892641074955463,-0.009350397624075413,NA,1,
680311431.021188,-0.9719391465187073,0.1929626762866974,0.10624688118696213,0.019389163702726364,0.00829040165990591,-0.012925105169415474,0.0,0.0,0.0,0.0015050172805786133,-0.006649196147918701,-0.005832180380821228,-0.9734441637992859,0.1996118724346161,0.11207906156778336,0.019389163702726364,0.00829040165990591,-0.012925105169415474,NA,1,
680311431.041143,-0.9670715928077698,0.1974182426929474,0.10797109454870224,0.031942903995513916,-0.0001396453008055687,-0.017663612961769104,0.0,0.0,0.0,0.006398975849151611,-0.0020795464515686035,-0.004081234335899353,-0.9734705686569214,0.199497789144516,0.11205232888460159,0.031942903995513916,-0.0001396453008055687,-0.017663612961769104,NA,1,
680311431.061045,-0.9706422090530396,0.1976623833179474,0.1089477613568306,0.0476863794028759,0.010312025435268879,-0.015261390246450901,0.0,0.0,0.0,0.0029160380363464355,-0.0016637593507766724,-0.002648457884788513,-0.973558247089386,0.19932614266872406,0.11159621924161911,0.0476863794028759,0.010312025435268879,-0.015261390246450901,NA,1,
680311431.080942,-0.9638976454734802,0.1976775974035263,0.11277767270803452,0.046860601752996445,0.009236431680619717,-0.004855514504015446,0.0,0.0,0.0,0.009758055210113525,-0.001569405198097229,0.001894347369670868,-0.9736557006835938,0.19924700260162354,0.11088332533836365,0.046860601752996445,0.009236431680619717,-0.004855514504015446,NA,1,
680311431.101219,-0.964324951171875,0.1943969577550888,0.10896307975053787,0.0283648818731308,-0.004953593946993351,0.002026679925620556,0.0,0.0,0.0,0.009390056133270264,-0.004807472229003906,-0.0014758110046386719,-0.9737150073051453,0.1992044299840927,0.11043889075517654,0.0283648818731308,-0.004953593946993351,0.002026679925620556,NA,1,
680311431.120822,-0.969635009765625,0.1903838962316513,0.10594180971384048,0.00026347313541918993,0.004328587558120489,0.009002563543617725,0.0,0.0,0.0,0.004076957702636719,-0.008926838636398315,-0.004331596195697784,-0.9737119674682617,0.19931073486804962,0.11027340590953827,0.00026347313541918993,0.004328587558120489,0.009002563543617725,NA,1,
680311431.140755,-0.976165771484375,0.1817321926355362,0.10583499073982239,-0.06592599302530289,0.032818686217069626,0.019955666735768318,0.0,0.0,0.0,-0.0024623870849609375,-0.01777064800262451,-0.004166841506958008,-0.9737033843994141,0.1995028406381607,0.1100018322467804,-0.06592599302530289,0.032818686217069626,0.019955666735768318,NA,1,
